Model,Method,Task,Fold,Dimension,Effective_Rank,Embedding_Entropy,Spectral_Radius,Spectral_Gap,Fiedler_Value,ARI,Silhouette,MAE
MEGNet,megnet_emb,matbench_log_kvrh,3,32,30.327959482318736,3.448556267190403,17.542556045520413,16.58023443577865,16.457384254903843,0.03494828670439797,0.032181294685710744,0.0794725269079208
MEGNet,megnet_emb,matbench_log_kvrh,4,32,30.51899838277924,3.4591171192973746,17.458024728876776,16.637947574289534,16.4617495987189,0.06422029905647304,0.011644354908690622,0.0732844248414039
MEGNet,megnet_emb,matbench_perovskites,0,32,29.55370323025211,3.4511775493439867,11.60988727093185,11.054984338177741,10.964922256801124,-0.005773887129819333,0.01583277436600797,0.0416939742863178
MEGNet,megnet_emb,matbench_perovskites,1,32,29.480041740421186,3.455940129477954,11.57908698987684,11.054633099752968,10.929527009269371,0.0010349428083737174,-0.00721242671536765,0.0447780676186084
MEGNet,megnet_emb,matbench_perovskites,2,32,29.527393419712478,3.4493444648557374,11.625000898306922,11.108069275991276,10.923799244016438,-0.0070976735266857285,-0.011429630072825273,0.0406564064323902
MEGNet,megnet_emb,matbench_perovskites,3,32,29.529943862313516,3.4523164203632724,11.519889718444052,10.972616670671917,10.964634385269418,0.021217403465309446,0.029368743647079955,0.0392822101712226
MEGNet,megnet_emb,matbench_perovskites,4,32,29.44300594368033,3.44400733265127,11.653996416218897,10.991223949526931,10.910214322991509,-0.025800689672281624,0.02391578163457056,0.0400415956974029
MEGNet,megnet_emb,matbench_mp_gap,0,32,29.921609081579124,3.454616625357482,17.634195937842854,16.327724958368904,16.147540502575623,0.08904556248692677,-0.04087387242354445,0.2639215588569641
MEGNet,megnet_emb,matbench_mp_gap,1,32,30.115977950187197,3.4530247041462827,17.5380679257078,16.493093000499105,16.440806562536075,0.04158565136304115,0.02358824246199735,0.2691919207572937
MEGNet,megnet_emb,matbench_mp_gap,2,32,30.040588276929437,3.4516528856165207,17.659449178268382,16.493113708896416,16.24442997035375,0.01806951345562322,0.024151579083769362,0.2588180303573608
MEGNet,megnet_emb,matbench_mp_gap,3,32,29.886797020505817,3.457359697830968,17.675844797671004,16.428777013330826,16.389866193383316,0.11555216866704769,0.01836673544900969,0.2529686093330383
