Model,Method,Task,Fold,Dimension,Effective_Rank,Embedding_Entropy,Spectral_Radius,Spectral_Gap,Fiedler_Value,ARI,Silhouette,MAE
MEGNet,megnet_hm,matbench_mp_gap,3,16,11.211827324631956,2.626380234557821,21.333909642257336,15.711162129638225,13.121286343051672,0.3802163024572692,0.23831804430163223,0.2682055532932281
MEGNet,megnet_hm,matbench_mp_gap,4,16,10.972069993982487,2.6104036179634327,21.080573963472908,15.773444412038101,13.210519061134363,0.28135682703095094,0.20746760881807105,0.2747836112976074
MEGNet,megnet_hm,matbench_mp_e_form,0,16,11.589916344008511,2.579253544408762,22.70516540080004,15.323037585682709,13.355010505297805,0.3680719548862478,0.2959021671223403,0.0391453765332698
MEGNet,megnet_hm,matbench_mp_e_form,1,16,11.582544966847122,2.6046697410109214,22.57725736195534,15.009875932666443,13.72720759205245,0.39143422430849206,0.3135419197581961,0.0321328565478324
MEGNet,megnet_hm,matbench_mp_e_form,2,16,12.010218405343371,2.599835546188551,22.079528902162707,14.769628734397923,13.214395184162292,0.33085271317829457,0.30667803695693113,0.0362121574580669
MEGNet,megnet_hm,matbench_mp_e_form,3,16,11.793443283551603,2.614469603219031,22.956602776546198,15.523910974574589,12.927962669800902,0.35225801679180385,0.30101924686182324,0.0355830118060112
MEGNet,megnet_hm,matbench_mp_e_form,4,16,12.050574794435596,2.6276929064973413,22.206308824947488,14.459038920535729,13.43292240222968,0.32377126833150177,0.2907126081855335,0.0357566550374031
MEGNet,megnet_hm,matbench_jdft2d,0,32,17.000762058568853,3.442650892889543,26.306360945655637,21.381473748284208,12.954747328621556,0.25653771760154737,0.04945961632494696,34.29041290283203
MEGNet,megnet_hm,matbench_jdft2d,1,32,17.25201177146741,3.427092973623693,23.10811877064925,13.219170373960772,12.226699223337503,0.16884515133376807,0.14372552584257817,58.946075439453125
MEGNet,megnet_hm,matbench_jdft2d,2,32,16.766675376988232,3.431968963234182,25.283665921991993,17.4267587588825,13.020663895863596,0.13319435123441806,0.14150509533529207,72.61417388916016
MEGNet,megnet_hm,matbench_jdft2d,3,32,17.621699365186142,3.4288346411841433,23.799293898944175,16.69732928656879,13.246978959169217,0.2572356878543602,0.021335109808419687,33.99420928955078
MEGNet,megnet_hm,matbench_jdft2d,4,32,16.158906016005357,3.4368456954756392,28.96794550880716,22.89087350804861,12.482316347426192,0.14827101853734267,0.042509013785155585,53.33243179321289
MEGNet,megnet_hm,matbench_phonons,0,32,16.291549037161644,3.44517015325342,19.61146361750605,12.832836193568594,11.36567767270838,0.10531921118848382,0.0750671631318957,36.346981048583984
