Model,Method,Task,Fold,Dimension,Effective_Rank,Embedding_Entropy,Inverse_Squared_Distance,Spectral_Radius,Spectral_Gap,Fiedler_Value,ARI,Silhouette,QCI,MAE
MEGNet,megnet_emb,matbench_phonons,1,16,15.438597437147989,2.750543682246515,0.021038862457952712,32.062427273852215,30.263876424039562,25.0091083186011,0.013052788380970114,0.04323313088146547,1.2271347471086125,33.92302703857422
MEGNet,megnet_emb,matbench_phonons,2,16,15.447111658002004,2.7608961425825105,0.019892069008183588,31.524739041185818,29.691569899772954,24.30905582633345,-0.016326100787608874,0.05504078994963852,1.0973208733421589,33.61100387573242
MEGNet,megnet_emb,matbench_phonons,3,16,15.484201262737512,2.7573034197923523,0.01838678205120034,32.196064934243445,30.417843704721733,23.14958096738553,-0.009337332352441854,0.0542854582801868,1.1839539977215512,32.78507995605469
MEGNet,megnet_emb,matbench_phonons,4,16,15.549827520931625,2.7655315258795925,0.020708192710756974,32.10685353189989,30.582116071356023,25.518685613549227,-0.01915810659426206,0.04530726899497446,1.0820313498096756,27.99004173278809
MEGNet,megnet_emb,matbench_dielectric,0,16,15.47830797866971,2.7654555973525397,0.021407095720880957,40.23668530160356,37.67537364957745,29.08633879967068,-0.016405162996164888,0.056350306153205465,1.1429057133862084,0.2311006188392639
MEGNet,megnet_emb,matbench_dielectric,1,16,15.524093749528138,2.752167492130172,0.020165587653236148,39.88909421606185,37.76174846595943,26.969829554636174,0.00900373845500605,0.037101371713694875,1.1546652298280793,0.3158994019031524
MEGNet,megnet_emb,matbench_dielectric,2,16,15.590480392971518,2.7613941423814037,0.022429224607525288,40.74736210732245,38.781285969052426,24.995406236078452,0.042130709452435834,0.04623895898791943,1.1580399173729308,0.4596931040287018
MEGNet,megnet_emb,matbench_dielectric,3,16,15.62857014885703,2.765478223231111,0.021298620276775013,40.17190747151901,38.16006500978896,29.715638443505174,0.07174121382349699,0.058682561811058506,1.249783150176777,0.3464860916137695
MEGNet,megnet_emb,matbench_dielectric,4,16,15.393990923369177,2.7576561830734523,0.021224772895638587,39.82871448682236,37.36465389260517,27.403910290218416,0.029978234980082955,0.014829977620152028,1.664421969871468,0.3560441136360168
MEGNet,megnet_emb,matbench_log_gvrh,0,16,15.535462896918839,2.7617620322438254,0.020883029781605836,42.41442642750648,39.910349888765886,29.96581431491768,0.0060450702069862645,0.041770073273026224,1.2479430309342738,0.1087438315153122
MEGNet,megnet_emb,matbench_log_gvrh,1,16,15.636922260717729,2.7554496359410496,0.020765348790287474,42.24841085308243,39.85825823398188,29.417908989534137,0.0717614165890028,0.046077737638720015,1.095865501693454,0.1061835289001464
MEGNet,megnet_emb,matbench_log_gvrh,2,16,15.576670792075491,2.7524263854149766,0.018935698807668447,42.42067815010999,40.00987979051612,27.440574006843168,0.027287233329310646,0.04820962131435723,1.261882008959879,0.1062021404504776
MEGNet,megnet_emb,matbench_log_gvrh,3,16,15.6152569408606,2.7527617732073364,0.02146583489940526,42.453423469567724,40.30585787157845,24.000681697053647,0.009479657693456439,0.011284732751532595,1.197859506069872,0.1125970259308815
MEGNet,megnet_emb,matbench_log_gvrh,4,16,15.54063613576357,2.7612718937850365,0.021029620924311078,42.42261594111188,39.85072809314966,29.35892370918396,0.07261306190300999,0.0399867271175818,1.3587786627941547,0.1069059297442436
MEGNet,megnet_emb,matbench_log_kvrh,0,16,15.67550438914769,2.7655019214984806,0.02052070663085727,42.00273583426671,39.67242563825708,35.13366771294987,0.013287533748922154,0.060387550793519026,1.0511905178883,0.074585385620594
